transformer_id,location,voltage,current,frequency,power_mw,temperature,status,phase,timestamp
TRF-0006,Dammam-Port,225.21,457.54,59.84,103.04,64.3,NORMAL,B,20260525T005844
TRF-0007,Mecca-Haram,222.63,164.77,,36.68,46.3,NORMAL,A,2026-05-25 00:58:44
TRF-0008,Medina-Central,238.89,383.67,60.05,91.65,41.3,NORMAL,B,2026/05/25 00:58:44
TRF-0009,Abha-City,239.7,319.73,60.13,76.64,64.8,NORMAL,B,2026-05-25 00:58:44
TRF-0010,Tabuk-Center,238.36,187.56,60.01,44.71,32.4,NORMAL,C,25-05-2026 00:58
TRF-0001,Riyadh-North,234.43,237.34,60.13,55.64,36.5,NORMAL,C,05/25/2026 00:58:44
TRF-0002,Riyadh-East,228.26,315.88,60.17,72.1,61.0,NORMAL,C,2026-05-25 00:58:44
TRF-0003,Jeddah-Main,228.86,237.46,60.19,54.35,34.5,NORMAL,B,2026-05-25 00:58:44
TRF-0004,Jeddah-Industrial,223.46,164.57,59.89,36.77,47.1,NORMAL,C,2026-05-25 00:58:44
TRF-0005,Dammam-Central,224.4,246.23,59.99,55.25,47.8,NORMAL,C,05/25/2026 00:58:44
TRF-0006,Dammam-Port,232.09,258.66,59.9,60.03,55.3,NORMAL,A,2026/05/25 00:58:44
TRF-0007,Mecca-Haram,232.88,157.93,60.17,36.78,44.6,NORMAL,B,25-05-2026 00:58
TRF-0008,Medina-Central,228.43,232.57,60.04,53.13,63.1,NORMAL,B,05/25/2026 00:58:44
TRF-0009,Abha-City,224.03,189.26,60.08,42.4,41.2,NORMAL,A,05/25/2026 00:58:44
TRF-0010,Tabuk-Center,228.21,101.77,59.92,23.22,38.9,NORMAL,B,20260525T005844
TRF-0001,Riyadh-North,228.02,161.26,59.92,36.77,250.0,OVERHEAT,A,05/25/2026 00:58:44
TRF-0002,Riyadh-East,221.79,128.42,60.05,28.48,42.5,NORMAL,C,2026/05/25 00:58:44
TRF-0003,Jeddah-Main,236.94,168.61,60.0,39.95,49.7,NORMAL,C,05/25/2026 00:58:44
TRF-0004,Jeddah-Industrial,220.97,101.84,59.81,22.5,32.9,NORMAL,A,25-05-2026 00:58
TRF-0005,Dammam-Central,225.43,136.29,59.85,30.72,45.7,NORMAL,C,2026/05/25 00:58:44
TRF-0006,Dammam-Port,230.41,291.11,59.99,67.07,63.1,NORMAL,C,2026/05/25 00:58:44
TRF-0007,Mecca-Haram,226.69,430.18,59.9,97.52,53.3,NORMAL,A,25-05-2026 00:58
TRF-0008,Medina-Central,233.54,412.61,59.82,96.36,49.7,NORMAL,B,2026-05-25 00:58:44
TRF-0009,Abha-City,221.44,144.42,60.0,31.98,56.7,NORMAL,A,20260525T005844
TRF-0010,Tabuk-Center,228.41,236.21,60.04,53.95,33.8,NORMAL,A,2026-05-25 00:58:44
TRF-0001,Riyadh-North,222.84,330.71,60.12,73.7,47.2,NORMAL,C,25-05-2026 00:58
TRF-0002,Riyadh-East,222.55,213.31,59.81,47.47,32.7,NORMAL,A,2026/05/25 00:58:44
TRF-0003,Jeddah-Main,233.86,102.26,60.09,23.91,59.2,NORMAL,A,25-05-2026 00:58
TRF-0004,Jeddah-Industrial,226.39,273.61,59.89,61.94,55.1,NORMAL,A,2026/05/25 00:58:44
TRF-0005,Dammam-Central,229.33,311.66,60.17,,61.0,NORMAL,C,2026-05-25 00:58:44
TRF-0006,Dammam-Port,234.02,186.85,60.15,43.73,45.1,NORMAL,B,05/25/2026 00:58:44
TRF-0007,Mecca-Haram,237.46,131.65,59.82,31.26,38.2,NORMAL,B,20260525T005844
TRF-0008,Medina-Central,232.7,116.73,59.97,27.16,33.1,NORMAL,A,20260525T005844
TRF-0009,Abha-City,233.6,130.52,60.05,30.49,39.7,NORMAL,A,2026/05/25 00:58:44
TRF-0010,Tabuk-Center,221.1,406.89,60.12,89.96,49.3,NORMAL,A,20260525T005844
TRF-0001,Riyadh-North,234.52,491.58,59.99,115.29,64.2,NORMAL,B,20260525T005844
TRF-0002,Riyadh-East,231.99,398.07,60.17,92.35,49.2,NORMAL,A,2026-05-25 00:58:44
TRF-0003,Jeddah-Main,227.1,312.7,59.94,71.01,35.9,NORMAL,A,20260525T005844
TRF-0004,Jeddah-Industrial,237.62,467.39,59.84,111.06,45.6,NORMAL,C,2026/05/25 00:58:44
TRF-0005,Dammam-Central,220.47,149.77,59.9,33.02,39.8,NORMAL,B,2026/05/25 00:58:44
TRF-0006,Dammam-Port,228.37,216.71,60.1,49.49,58.8,NORMAL,C,2026/05/25 00:58:44
TRF-0007,Mecca-Haram,228.6,108.14,59.96,24.72,57.2,NORMAL,A,05/25/2026 00:58:44
TRF-0008,Medina-Central,229.07,222.7,59.98,51.01,53.1,NORMAL,A,25-05-2026 00:58
TRF-0009,Abha-City,220.61,254.95,59.82,56.24,50.1,NORMAL,B,05/25/2026 00:58:44
TRF-0010,Tabuk-Center,238.96,0.0,59.99,0.0,54.5,OUTAGE,C,25-05-2026 00:58
TRF-0001,Riyadh-North,228.27,203.08,59.8,46.36,38.9,NORMAL,B,05/25/2026 00:58:44
TRF-0002,Riyadh-East,231.03,233.89,49.99,54.04,41.7,FREQ_DRIFT,B,20260525T005844
TRF-0003,Jeddah-Main,226.52,473.51,59.98,107.26,40.2,NORMAL,A,2026-05-25 00:58:44
TRF-0004,Jeddah-Industrial,222.18,246.31,60.0,54.73,45.7,NORMAL,B,2026/05/25 00:58:44
TRF-0005,Dammam-Central,229.21,287.91,59.91,65.99,43.6,NORMAL,A,20260525T005844
TRF-0006,Dammam-Port,238.58,278.61,60.14,66.47,47.2,NORMAL,A,20260525T005844
TRF-0007,Mecca-Haram,237.2,0.0,60.14,0.0,31.6,OUTAGE,A,05/25/2026 00:58:44
TRF-0008,Medina-Central,230.9,335.47,59.81,77.46,49.2,NORMAL,C,2026-05-25 00:58:44
TRF-0009,Abha-City,237.63,468.64,60.09,111.36,45.9,NORMAL,C,2026-05-25 00:58:44
TRF-0010,Tabuk-Center,227.62,225.57,59.97,51.34,33.6,NORMAL,C,25-05-2026 00:58
TRF-0001,Riyadh-North,220.48,113.43,59.85,25.01,36.8,NORMAL,C,2026/05/25 00:58:44
TRF-0002,Riyadh-East,225.64,457.88,59.95,103.32,40.9,NORMAL,B,2026-05-25 00:58:44
TRF-0003,Jeddah-Main,238.67,136.52,60.1,32.58,38.5,NORMAL,B,25-05-2026 00:58
TRF-0004,Jeddah-Industrial,231.33,300.73,60.13,69.57,58.6,NORMAL,C,2026/05/25 00:58:44
TRF-0005,Dammam-Central,220.9,414.2,59.81,91.5,34.9,NORMAL,B,20260525T005844
TRF-0006,Dammam-Port,228.05,213.53,60.1,48.7,36.3,NORMAL,C,25-05-2026 00:58
TRF-0007,Mecca-Haram,239.61,157.81,59.88,37.81,32.1,NORMAL,B,05/25/2026 00:58:44
TRF-0008,Medina-Central,221.54,0.0,59.91,0.0,37.2,OUTAGE,C,2026/05/25 00:58:44
TRF-0009,Abha-City,230.77,335.2,59.96,77.35,35.3,NORMAL,B,2026-05-25 00:58:44
TRF-0010,Tabuk-Center,222.36,347.77,60.0,,40.3,NORMAL,C,2026-05-25 00:58:44
TRF-0001,Riyadh-North,230.58,494.63,59.93,114.05,41.1,NORMAL,A,2026/05/25 00:58:44
TRF-0002,Riyadh-East,234.81,,60.1,34.39,49.6,NORMAL,B,2026/05/25 00:58:44
TRF-0003,Jeddah-Main,226.8,412.82,60.07,93.63,41.3,NORMAL,A,20260525T005844
TRF-0004,Jeddah-Industrial,238.13,351.12,60.17,83.61,58.5,NORMAL,C,2026-05-25 00:58:44
TRF-0005,Dammam-Central,234.76,109.36,60.09,25.67,43.4,NORMAL,A,05/25/2026 00:58:44
TRF-0006,Dammam-Port,237.03,201.8,60.07,47.83,35.9,NORMAL,B,2026/05/25 00:58:44
TRF-0007,Mecca-Haram,223.82,150.93,60.01,,51.1,NORMAL,C,2026-05-25 00:58:44
TRF-0008,Medina-Central,-230,365.76,60.08,83.55,36.9,NORMAL,C,25-05-2026 00:58
TRF-0009,Abha-City,232.09,469.01,60.2,108.85,32.3,NORMAL,C,20260525T005844
TRF-0010,Tabuk-Center,,273.53,60.14,62.65,43.6,NORMAL,C,20260525T005844
TRF-0001,Riyadh-North,236.88,265.3,60.09,62.84,35.0,NORMAL,A,2026-05-25 00:58:44
TRF-0002,Riyadh-East,239.06,435.82,59.81,104.19,47.5,NORMAL,C,25-05-2026 00:58
TRF-0002,Riyadh-East,239.06,435.82,59.81,104.19,47.5,NORMAL,C,25-05-2026 00:58
TRF-0003,Jeddah-Main,238.59,295.67,59.96,70.54,54.3,NORMAL,A,2026-05-25 00:58:44
TRF-0004,Jeddah-Industrial,220.26,,60.2,43.93,39.6,NORMAL,A,05/25/2026 00:58:44
TRF-0005,Dammam-Central,226.92,269.84,59.94,61.23,49.1,NORMAL,C,2026-05-25 00:58:44
TRF-0006,Dammam-Port,236.75,419.85,60.02,99.4,250.0,OVERHEAT,B,05/25/2026 00:58:44
TRF-0007,Mecca-Haram,228.54,161.04,60.09,36.8,53.9,NORMAL,B,2026/05/25 00:58:44
TRF-0008,Medina-Central,222.01,258.16,59.84,57.31,41.7,NORMAL,B,2026/05/25 00:58:44
TRF-0009,Abha-City,236.25,177.09,60.1,41.84,42.9,NORMAL,C,2026-05-25 00:58:44
TRF-0010,Tabuk-Center,223.55,413.01,59.84,92.33,53.6,NORMAL,A,25-05-2026 00:58
TRF-0001,Riyadh-North,229.59,126.46,60.09,29.03,53.2,NORMAL,A,05/25/2026 00:58:44
TRF-0002,Riyadh-East,239.93,172.29,60.04,41.34,51.4,NORMAL,A,2026/05/25 00:58:44
TRF-0002,Riyadh-East,239.93,172.29,60.04,41.34,51.4,NORMAL,A,2026/05/25 00:58:44
TRF-0003,Jeddah-Main,220.6,499.64,59.82,110.22,52.0,NORMAL,A,2026-05-25 00:58:44
TRF-0004,Jeddah-Industrial,228.18,280.18,59.98,63.93,48.7,NORMAL,C,2026/05/25 00:58:44
TRF-0005,Dammam-Central,233.22,289.8,60.13,67.59,60.2,NORMAL,B,2026/05/25 00:58:44
TRF-0006,Dammam-Port,236.83,454.51,59.9,107.64,57.7,NORMAL,B,25-05-2026 00:58
TRF-0007,Mecca-Haram,221.2,467.39,60.06,103.39,57.4,NORMAL,B,2026/05/25 00:58:44
TRF-0008,Medina-Central,224.79,339.02,59.93,76.21,56.6,NORMAL,C,05/25/2026 00:58:44
TRF-0009,Abha-City,235.11,430.08,60.11,101.12,30.9,NORMAL,C,2026-05-25 00:58:44
TRF-0010,Tabuk-Center,227.27,300.46,60.0,68.29,53.9,NORMAL,C,2026-05-25 00:58:44
TRF-0001,Riyadh-North,239.14,278.01,59.88,66.48,50.2,NORMAL,B,20260525T005844
TRF-0002,Riyadh-East,223.53,368.49,60.17,82.37,62.2,NORMAL,B,20260525T005844
TRF-0003,Jeddah-Main,237.87,239.23,59.9,56.91,38.6,NORMAL,B,25-05-2026 00:58
TRF-0004,Jeddah-Industrial,228.28,140.45,59.82,32.06,30.4,NORMAL,C,2026/05/25 00:58:44
TRF-0005,Dammam-Central,236.27,333.04,59.87,78.69,58.3,NORMAL,C,25-05-2026 00:58
TRF-0006,Dammam-Port,226.04,315.29,59.86,71.27,50.5,NORMAL,C,05/25/2026 00:58:44
TRF-0007,Mecca-Haram,224.56,193.17,59.81,43.38,63.4,NORMAL,B,25-05-2026 00:58
TRF-0008,Medina-Central,227.13,357.37,60.08,,37.8,NORMAL,B,20260525T005844
TRF-0009,Abha-City,233.99,319.08,59.94,74.66,35.3,NORMAL,A,2026-05-25 00:58:44
TRF-0010,Tabuk-Center,234.53,283.54,59.9,66.5,57.7,NORMAL,C,05/25/2026 00:58:44
TRF-0001,Riyadh-North,228.78,434.08,59.88,99.31,41.0,NORMAL,B,2026/05/25 00:58:44
TRF-0002,Riyadh-East,236.9,306.86,60.2,72.7,64.1,NORMAL,B,2026-05-25 00:58:44
TRF-0003,Jeddah-Main,234.58,326.8,60.05,76.66,64.0,NORMAL,C,05/25/2026 00:58:44
TRF-0004,Jeddah-Industrial,234.95,112.82,60.12,26.51,250.0,OVERHEAT,B,2026/05/25 00:58:44
TRF-0005,Dammam-Central,230.51,136.42,59.98,31.45,55.3,NORMAL,B,20260525T005844
TRF-0006,Dammam-Port,227.03,142.76,60.0,32.41,45.8,NORMAL,C,20260525T005844
TRF-0007,Mecca-Haram,229.81,120.05,59.82,27.59,31.1,NORMAL,C,05/25/2026 00:58:44
TRF-0008,Medina-Central,226.71,0.0,59.81,0.0,32.9,OUTAGE,C,2026/05/25 00:58:44
TRF-0009,Abha-City,239.82,0.0,60.13,0.0,46.0,OUTAGE,C,2026/05/25 00:58:44
TRF-0010,Tabuk-Center,235.1,348.4,60.03,81.91,250.0,OVERHEAT,A,2026-05-25 00:58:44
TRF-0001,Riyadh-North,230.01,291.46,59.89,67.04,54.7,NORMAL,B,05/25/2026 00:58:44
TRF-0002,Riyadh-East,238.66,485.91,59.96,115.97,62.7,NORMAL,B,05/25/2026 00:58:44
TRF-0003,Jeddah-Main,222.75,292.25,59.85,65.1,41.9,NORMAL,C,20260525T005844
TRF-0004,Jeddah-Industrial,235.79,381.24,59.91,89.89,36.2,NORMAL,C,2026/05/25 00:58:44
TRF-0005,Dammam-Central,229.53,312.93,60.0,71.83,53.3,NORMAL,C,2026/05/25 00:58:44
TRF-0006,Dammam-Port,221.47,242.73,60.03,53.76,42.4,NORMAL,B,2026/05/25 00:58:44
TRF-0007,Mecca-Haram,230.58,169.09,60.05,38.99,250.0,OVERHEAT,B,05/25/2026 00:58:44
TRF-0008,Medina-Central,224.23,,60.14,66.54,40.5,NORMAL,A,05/25/2026 00:58:44
TRF-0009,Abha-City,239.56,189.47,60.17,45.39,42.1,NORMAL,C,2026/05/25 00:58:44
TRF-0010,Tabuk-Center,223.75,145.16,59.9,32.48,51.8,NORMAL,B,25-05-2026 00:58
TRF-0001,Riyadh-North,235.46,286.46,59.94,67.45,35.6,NORMAL,A,20260525T005844
TRF-0002,Riyadh-East,222.34,151.95,60.06,33.78,59.2,NORMAL,C,2026/05/25 00:58:44
TRF-0003,Jeddah-Main,238.71,498.33,60.13,118.96,57.2,NORMAL,C,20260525T005844
TRF-0004,Jeddah-Industrial,239.22,250.04,59.84,59.81,52.8,NORMAL,B,2026/05/25 00:58:44
TRF-0005,Dammam-Central,234.52,264.16,60.11,61.95,30.5,NORMAL,A,2026-05-25 00:58:44
TRF-0006,Dammam-Port,225.67,204.18,60.11,46.08,54.0,NORMAL,B,25-05-2026 00:58
TRF-0007,Mecca-Haram,238.92,933.02,59.85,288.52,96.8,OVERLOAD,B,2026/05/25 00:58:44
TRF-0008,Medina-Central,238.89,228.5,59.82,54.59,54.2,NORMAL,A,25-05-2026 00:58
TRF-0009,Abha-City,230.45,282.98,59.9,65.21,57.9,NORMAL,B,2026/05/25 00:58:44
TRF-0010,Tabuk-Center,226.84,164.68,60.19,37.36,47.5,NORMAL,A,2026-05-25 00:58:44
TRF-0001,Riyadh-North,228.95,440.22,59.83,100.79,47.4,NORMAL,B,25-05-2026 00:58
TRF-0002,Riyadh-East,235.53,1001.27,60.1,250.41,99.0,OVERLOAD,A,2026/05/25 00:58:44
TRF-0003,Jeddah-Main,229.52,476.5,60.11,109.37,50.4,NORMAL,B,20260525T005844
TRF-0004,Jeddah-Industrial,239.74,244.34,59.98,58.58,62.7,NORMAL,A,05/25/2026 00:58:44
TRF-0005,Dammam-Central,237.8,145.33,60.2,,50.0,NORMAL,C,05/25/2026 00:58:44
TRF-0006,Dammam-Port,237.19,275.13,60.08,65.26,61.5,NORMAL,B,2026/05/25 00:58:44
TRF-0007,Mecca-Haram,224.79,138.64,59.84,31.16,36.9,NORMAL,C,20260525T005844
TRF-0008,Medina-Central,220.81,236.87,60.03,52.3,,NORMAL,A,20260525T005844
TRF-0009,Abha-City,234.43,208.44,59.82,48.86,60.5,NORMAL,B,2026/05/25 00:58:44
TRF-0010,Tabuk-Center,227.77,269.33,60.03,61.35,41.0,NORMAL,A,05/25/2026 00:58:44
TRF-0001,Riyadh-North,223.37,478.69,60.06,106.92,60.6,NORMAL,B,2026/05/25 00:58:45
TRF-0002,Riyadh-East,237.77,472.98,60.03,112.46,60.7,NORMAL,B,05/25/2026 00:58:45
TRF-0003,Jeddah-Main,229.3,356.74,59.83,81.8,43.7,NORMAL,C,2026-05-25 00:58:45
TRF-0004,Jeddah-Industrial,222.45,257.33,59.92,57.24,59.8,NORMAL,C,20260525T005845
TRF-0005,Dammam-Central,239.72,181.97,60.04,43.62,47.5,NORMAL,A,05/25/2026 00:58:45
TRF-0006,Dammam-Port,232.17,200.18,60.0,46.48,38.9,NORMAL,C,2026-05-25 00:58:45
TRF-0007,Mecca-Haram,225.36,411.58,59.81,92.75,47.0,NORMAL,C,2026/05/25 00:58:45
TRF-0008,Medina-Central,222.74,206.02,60.07,45.89,57.6,NORMAL,B,20260525T005845
TRF-0009,Abha-City,231.09,196.68,59.95,45.45,64.1,NORMAL,C,2026/05/25 00:58:45
TRF-0010,Tabuk-Center,225.95,249.59,59.99,56.39,52.8,NORMAL,A,2026-05-25 00:58:45
TRF-0001,Riyadh-North,228.56,247.77,59.97,56.63,250.0,OVERHEAT,B,2026/05/25 00:58:45
TRF-0002,Riyadh-East,236.34,274.2,59.84,64.8,54.6,NORMAL,A,25-05-2026 00:58
TRF-0003,Jeddah-Main,222.68,257.47,59.89,57.33,45.0,NORMAL,A,05/25/2026 00:58:45
TRF-0004,Jeddah-Industrial,222.11,191.34,60.04,42.5,44.0,NORMAL,A,2026-05-25 00:58:45
TRF-0005,Dammam-Central,238.35,281.26,59.94,67.04,32.1,NORMAL,C,05/25/2026 00:58:45
TRF-0006,Dammam-Port,235.7,474.61,60.07,111.87,45.5,NORMAL,A,25-05-2026 00:58
TRF-0007,Mecca-Haram,221.65,425.05,59.93,94.21,47.8,NORMAL,B,2026/05/25 00:58:45
TRF-0008,Medina-Central,226.03,246.88,59.98,55.8,51.4,NORMAL,B,25-05-2026 00:58
TRF-0009,Abha-City,236.89,301.17,64.92,71.34,43.5,FREQ_DRIFT,C,20260525T005845
TRF-0010,Tabuk-Center,234.92,173.44,59.87,40.74,34.9,NORMAL,B,2026-05-25 00:58:45
TRF-0001,Riyadh-North,235.5,172.06,60.0,40.52,42.1,NORMAL,C,05/25/2026 00:58:45
TRF-0002,Riyadh-East,231.35,222.37,60.19,51.45,40.2,NORMAL,B,20260525T005845
TRF-0003,Jeddah-Main,227.27,494.01,60.15,112.27,55.9,NORMAL,B,2026/05/25 00:58:45
TRF-0004,Jeddah-Industrial,227.48,1159.13,60.17,211.21,114.9,OVERLOAD,C,05/25/2026 00:58:45
TRF-0004,Jeddah-Industrial,227.48,1159.13,60.17,211.21,114.9,OVERLOAD,C,05/25/2026 00:58:45
TRF-0005,Dammam-Central,226.97,168.58,59.86,38.26,38.2,NORMAL,A,05/25/2026 00:58:45
TRF-0006,Dammam-Port,229.14,344.74,60.12,78.99,33.9,NORMAL,B,25-05-2026 00:58
TRF-0007,Mecca-Haram,232.21,406.94,59.83,94.5,47.3,NORMAL,C,25-05-2026 00:58
TRF-0008,Medina-Central,222.64,439.31,59.92,97.81,39.4,NORMAL,B,2026-05-25 00:58:45
TRF-0008,Medina-Central,222.64,439.31,59.92,97.81,39.4,NORMAL,B,2026-05-25 00:58:45
TRF-0009,Abha-City,239.2,129.91,60.12,31.07,62.8,NORMAL,A,25-05-2026 00:58
