transformer_id,location,voltage,current,frequency,power_mw,temperature,status,phase,timestamp
TRF-0006,Dammam-Port,236.67,136.89,59.9,32.4,45.8,NORMAL,C,25-05-2026 00:58
TRF-0007,Mecca-Haram,234.77,422.51,59.96,99.19,38.9,NORMAL,A,05/25/2026 00:58:56
TRF-0008,Medina-Central,228.49,313.56,60.17,71.65,62.4,NORMAL,A,2026/05/25 00:58:56
TRF-0009,Abha-City,229.25,303.21,60.1,69.51,32.6,NORMAL,C,2026-05-25 00:58:56
TRF-0010,Tabuk-Center,226.15,167.06,60.07,37.78,37.2,NORMAL,B,25-05-2026 00:58
TRF-0001,Riyadh-North,225.29,420.42,60.19,94.72,47.9,NORMAL,A,2026-05-25 00:58:56
TRF-0002,Riyadh-East,231.36,101.73,60.19,23.54,33.7,NORMAL,B,25-05-2026 00:58
TRF-0003,Jeddah-Main,225.08,463.15,59.91,104.25,63.7,NORMAL,C,20260525T005856
TRF-0004,Jeddah-Industrial,230.81,237.68,60.2,54.86,63.4,NORMAL,B,05/25/2026 00:58:56
TRF-0005,Dammam-Central,234.89,318.88,60.06,74.9,33.4,NORMAL,B,2026-05-25 00:58:56
TRF-0006,Dammam-Port,239.17,377.55,60.1,90.3,,NORMAL,B,2026-05-25 00:58:56
TRF-0007,Mecca-Haram,222.29,390.74,60.08,86.86,63.9,NORMAL,C,2026/05/25 00:58:56
TRF-0008,Medina-Central,230.24,416.79,60.17,95.96,40.6,NORMAL,B,20260525T005856
TRF-0009,Abha-City,238.67,156.91,60.06,37.45,38.9,NORMAL,B,2026/05/25 00:58:56
TRF-0010,Tabuk-Center,232.52,473.25,59.99,110.04,45.7,NORMAL,B,2026-05-25 00:58:56
TRF-0001,Riyadh-North,236.29,396.04,59.87,93.58,55.4,NORMAL,B,25-05-2026 00:58
TRF-0002,Riyadh-East,232.46,290.49,60.03,67.53,41.6,NORMAL,C,20260525T005856
TRF-0003,Jeddah-Main,230.11,453.78,59.91,104.42,30.5,NORMAL,C,20260525T005856
TRF-0004,Jeddah-Industrial,222.62,216.3,59.82,48.15,57.5,NORMAL,A,25-05-2026 00:58
TRF-0005,Dammam-Central,232.7,215.43,60.16,50.13,34.1,NORMAL,B,2026-05-25 00:58:56
TRF-0006,Dammam-Port,222.58,315.6,60.16,70.25,41.5,NORMAL,B,05/25/2026 00:58:56
TRF-0007,Mecca-Haram,235.9,205.86,59.83,48.56,38.3,NORMAL,C,05/25/2026 00:58:56
TRF-0008,Medina-Central,239.25,455.67,59.8,109.02,40.7,NORMAL,C,2026-05-25 00:58:56
TRF-0009,Abha-City,230.92,492.24,60.01,113.67,47.0,NORMAL,A,05/25/2026 00:58:56
TRF-0010,Tabuk-Center,220.44,292.51,59.92,64.48,43.0,NORMAL,A,2026-05-25 00:58:56
TRF-0001,Riyadh-North,233.49,276.32,59.9,64.52,47.2,NORMAL,A,2026/05/25 00:58:56
TRF-0002,Riyadh-East,238.1,452.1,60.18,,55.3,NORMAL,A,2026-05-25 00:58:56
TRF-0003,Jeddah-Main,232.91,352.65,60.08,82.14,31.6,NORMAL,C,05/25/2026 00:58:56
TRF-0004,Jeddah-Industrial,239.91,369.24,59.87,88.58,34.2,NORMAL,C,05/25/2026 00:58:56
TRF-0005,Dammam-Central,228.93,430.61,60.01,98.58,62.5,NORMAL,B,2026-05-25 00:58:56
TRF-0006,Dammam-Port,221.53,485.39,60.11,107.53,52.2,NORMAL,A,20260525T005856
TRF-0007,Mecca-Haram,232.73,265.18,60.04,61.72,59.9,NORMAL,C,2026/05/25 00:58:56
TRF-0008,Medina-Central,221.34,261.37,59.83,57.85,59.7,NORMAL,C,25-05-2026 00:58
TRF-0009,Abha-City,228.53,422.39,59.86,96.53,41.9,NORMAL,A,2026/05/25 00:58:56
TRF-0010,Tabuk-Center,239.01,350.04,59.94,83.66,60.8,NORMAL,B,25-05-2026 00:58
TRF-0010,Tabuk-Center,239.01,350.04,59.94,83.66,60.8,NORMAL,B,25-05-2026 00:58
TRF-0001,Riyadh-North,228.42,474.1,60.01,108.29,54.3,NORMAL,A,2026/05/25 00:58:56
TRF-0002,Riyadh-East,234.69,193.02,59.96,45.3,58.9,NORMAL,A,2026-05-25 00:58:56
TRF-0003,Jeddah-Main,223.88,370.39,60.04,82.92,42.0,NORMAL,A,05/25/2026 00:58:56
TRF-0004,Jeddah-Industrial,223.61,110.23,59.99,24.65,63.4,NORMAL,B,25-05-2026 00:58
TRF-0005,Dammam-Central,232.96,103.17,59.92,24.03,59.9,NORMAL,B,2026/05/25 00:58:56
TRF-0006,Dammam-Port,225.25,234.1,59.99,52.73,47.4,NORMAL,C,2026/05/25 00:58:56
TRF-0007,Mecca-Haram,222.35,386.29,60.08,85.89,43.9,NORMAL,B,20260525T005856
TRF-0008,Medina-Central,233.48,315.67,59.94,73.7,40.2,NORMAL,A,2026-05-25 00:58:56
TRF-0009,Abha-City,225.45,129.81,60.15,29.27,60.2,NORMAL,C,25-05-2026 00:58
TRF-0010,Tabuk-Center,222.31,340.15,60.12,75.62,48.2,NORMAL,C,25-05-2026 00:58
TRF-0001,Riyadh-North,229.44,242.14,59.93,55.56,55.1,NORMAL,C,05/25/2026 00:58:56
TRF-0002,Riyadh-East,226.97,406.08,60.12,92.17,40.7,NORMAL,C,2026/05/25 00:58:56
TRF-0003,Jeddah-Main,232.67,117.64,59.83,27.37,36.6,NORMAL,A,2026/05/25 00:58:56
TRF-0004,Jeddah-Industrial,221.51,331.92,59.95,73.52,51.5,NORMAL,A,25-05-2026 00:58
TRF-0005,Dammam-Central,229.71,148.05,59.97,34.01,46.5,NORMAL,C,25-05-2026 00:58
TRF-0006,Dammam-Port,235.08,312.26,59.91,73.41,30.3,NORMAL,B,2026-05-25 00:58:56
TRF-0007,Mecca-Haram,225.07,409.8,59.81,92.23,55.6,NORMAL,B,2026-05-25 00:58:56
TRF-0008,Medina-Central,221.42,135.32,59.9,29.96,58.1,NORMAL,A,2026-05-25 00:58:56
TRF-0009,Abha-City,231.65,388.07,52.89,89.9,33.4,FREQ_DRIFT,A,2026/05/25 00:58:56
TRF-0010,Tabuk-Center,232.9,473.67,60.19,,49.6,NORMAL,A,2026-05-25 00:58:56
TRF-0001,Riyadh-North,235.94,441.5,59.81,104.17,51.3,NORMAL,B,25-05-2026 00:58
TRF-0002,Riyadh-East,232.25,148.98,60.13,34.6,40.8,NORMAL,C,05/25/2026 00:58:56
TRF-0003,Jeddah-Main,235.94,179.91,59.81,42.45,34.5,NORMAL,C,25-05-2026 00:58
TRF-0004,Jeddah-Industrial,226.27,392.48,59.9,88.81,36.5,NORMAL,A,2026-05-25 00:58:56
TRF-0005,Dammam-Central,228.78,140.17,59.91,32.07,36.6,NORMAL,B,20260525T005856
TRF-0006,Dammam-Port,238.11,126.92,60.05,30.22,39.3,NORMAL,C,25-05-2026 00:58
TRF-0007,Mecca-Haram,234.8,442.08,60.05,103.8,35.3,NORMAL,C,25-05-2026 00:58
TRF-0008,Medina-Central,222.11,362.93,60.08,80.61,60.3,NORMAL,C,25-05-2026 00:58
TRF-0009,Abha-City,236.93,390.1,60.0,92.43,38.9,NORMAL,C,2026-05-25 00:58:56
TRF-0010,Tabuk-Center,233.4,493.74,59.94,115.24,42.1,NORMAL,B,05/25/2026 00:58:56
TRF-0001,Riyadh-North,220.53,385.2,60.03,84.95,53.6,NORMAL,B,2026-05-25 00:58:56
TRF-0002,Riyadh-East,-230,310.15,59.88,71.84,53.1,NORMAL,C,05/25/2026 00:58:56
TRF-0003,Jeddah-Main,226.91,187.55,59.96,42.56,250.0,OVERHEAT,B,25-05-2026 00:58
TRF-0004,Jeddah-Industrial,238.36,254.59,60.04,60.68,36.1,NORMAL,B,25-05-2026 00:58
TRF-0005,Dammam-Central,232.89,256.52,60.09,59.74,48.8,NORMAL,A,2026-05-25 00:58:56
TRF-0006,Dammam-Port,224.33,220.44,59.89,49.45,30.6,NORMAL,C,05/25/2026 00:58:56
TRF-0007,Mecca-Haram,229.72,485.5,59.86,111.53,38.9,NORMAL,B,2026-05-25 00:58:56
TRF-0008,Medina-Central,221.05,499.6,60.03,110.44,59.2,NORMAL,B,2026/05/25 00:58:56
TRF-0009,Abha-City,226.73,206.15,59.98,46.74,41.0,NORMAL,C,2026/05/25 00:58:56
TRF-0010,Tabuk-Center,232.53,332.68,60.16,77.36,30.7,NORMAL,A,2026/05/25 00:58:56
TRF-0001,Riyadh-North,228.51,433.05,60.1,98.96,64.5,NORMAL,C,2026-05-25 00:58:56
TRF-0002,Riyadh-East,221.51,410.31,60.12,90.89,30.9,NORMAL,B,05/25/2026 00:58:56
TRF-0003,Jeddah-Main,222.76,404.89,59.9,90.19,59.1,NORMAL,C,2026/05/25 00:58:56
TRF-0004,Jeddah-Industrial,232.89,133.35,60.03,31.06,36.0,NORMAL,A,2026/05/25 00:58:56
TRF-0005,Dammam-Central,234.48,271.92,59.81,63.76,62.6,NORMAL,B,20260525T005856
TRF-0006,Dammam-Port,222.76,476.86,59.85,106.23,41.1,NORMAL,A,2026-05-25 00:58:56
TRF-0007,Mecca-Haram,221.66,493.97,60.08,,35.9,NORMAL,A,20260525T005856
TRF-0008,Medina-Central,236.55,301.45,60.2,71.31,57.8,NORMAL,B,05/25/2026 00:58:56
TRF-0009,Abha-City,225.93,240.55,60.03,54.35,59.7,NORMAL,A,2026/05/25 00:58:56
TRF-0010,Tabuk-Center,233.45,371.09,59.86,86.63,46.1,NORMAL,A,25-05-2026 00:58
TRF-0001,Riyadh-North,231.69,428.75,60.15,99.34,54.8,NORMAL,A,05/25/2026 00:58:56
TRF-0002,Riyadh-East,230.43,232.51,60.11,53.58,57.4,NORMAL,B,25-05-2026 00:58
TRF-0004,Jeddah-Industrial,229.01,154.78,59.89,35.45,36.6,NORMAL,C,2026/05/25 00:58:56
TRF-0005,Dammam-Central,239.73,257.24,59.85,61.67,56.4,NORMAL,B,05/25/2026 00:58:56
TRF-0006,Dammam-Port,237.77,246.86,60.19,58.7,47.6,NORMAL,A,2026/05/25 00:58:56
TRF-0007,Mecca-Haram,233.75,399.12,59.96,93.29,39.5,NORMAL,C,05/25/2026 00:58:56
TRF-0008,Medina-Central,230.25,313.06,59.92,72.08,60.4,NORMAL,C,05/25/2026 00:58:56
TRF-0009,Abha-City,232.6,406.26,60.16,94.5,33.5,NORMAL,C,2026-05-25 00:58:56
TRF-0010,Tabuk-Center,239.41,433.07,60.11,103.68,33.7,NORMAL,A,2026-05-25 00:58:56
TRF-0001,Riyadh-North,234.45,0.0,59.83,0.0,32.8,OUTAGE,B,25-05-2026 00:58
TRF-0002,Riyadh-East,235.66,258.91,60.16,61.01,61.9,NORMAL,A,2026/05/25 00:58:56
TRF-0003,Jeddah-Main,237.57,374.5,59.94,88.97,51.3,NORMAL,C,2026/05/25 00:58:56
TRF-0004,Jeddah-Industrial,225.57,190.27,60.13,,40.6,NORMAL,C,25-05-2026 00:58
TRF-0005,Dammam-Central,234.55,283.92,60.01,66.59,54.8,NORMAL,A,2026-05-25 00:58:56
TRF-0006,Dammam-Port,228.18,213.51,59.87,48.72,41.6,NORMAL,B,2026-05-25 00:58:56
TRF-0007,Mecca-Haram,235.29,154.91,60.08,36.45,44.8,NORMAL,A,20260525T005856
TRF-0008,Medina-Central,229.52,383.29,60.16,87.97,64.5,NORMAL,A,2026-05-25 00:58:56
TRF-0008,Medina-Central,229.52,383.29,60.16,87.97,64.5,NORMAL,A,2026-05-25 00:58:56
TRF-0009,Abha-City,220.42,329.62,59.94,72.65,35.1,NORMAL,B,20260525T005856
TRF-0010,Tabuk-Center,222.55,245.76,59.91,54.69,46.5,NORMAL,C,25-05-2026 00:58
TRF-0001,Riyadh-North,234.84,403.86,60.11,94.84,51.9,NORMAL,A,25-05-2026 00:58
TRF-0002,Riyadh-East,223.8,135.57,60.06,30.34,34.4,NORMAL,B,2026-05-25 00:58:56
TRF-0003,Jeddah-Main,224.03,136.68,60.17,30.62,44.0,NORMAL,B,25-05-2026 00:58
TRF-0004,Jeddah-Industrial,233.12,261.85,59.81,61.04,35.5,NORMAL,C,25-05-2026 00:58
TRF-0005,Dammam-Central,226.86,236.11,65.26,53.56,46.3,FREQ_DRIFT,A,2026-05-25 00:58:56
TRF-0006,Dammam-Port,238.62,145.25,68.95,34.66,38.0,FREQ_DRIFT,B,25-05-2026 00:58
TRF-0007,Mecca-Haram,234.09,119.02,59.97,27.86,63.1,NORMAL,A,25-05-2026 00:58
TRF-0008,Medina-Central,234.86,404.23,59.98,94.94,35.3,NORMAL,C,05/25/2026 00:58:56
TRF-0009,Abha-City,239.2,204.52,60.03,48.92,57.5,NORMAL,C,25-05-2026 00:58
TRF-0010,Tabuk-Center,224.95,211.58,59.99,47.59,55.6,NORMAL,A,05/25/2026 00:58:56
TRF-0001,Riyadh-North,227.59,425.73,59.85,96.89,64.9,NORMAL,C,2026-05-25 00:58:56
TRF-0002,Riyadh-East,225.75,145.73,59.88,32.9,54.9,NORMAL,A,2026/05/25 00:58:56
TRF-0003,Jeddah-Main,224.6,298.62,60.14,67.07,55.7,NORMAL,A,2026/05/25 00:58:56
TRF-0004,Jeddah-Industrial,236.1,377.17,59.89,89.05,56.0,NORMAL,B,2026-05-25 00:58:56
TRF-0005,Dammam-Central,236.67,173.58,60.11,41.08,56.5,NORMAL,C,05/25/2026 00:58:56
TRF-0006,Dammam-Port,235.46,170.25,60.05,40.09,30.0,NORMAL,B,2026/05/25 00:58:56
TRF-0007,Mecca-Haram,220.52,176.24,59.94,38.86,43.2,NORMAL,A,25-05-2026 00:58
TRF-0008,Medina-Central,233.86,157.95,59.83,36.94,39.6,NORMAL,C,05/25/2026 00:58:56
TRF-0009,Abha-City,237.6,476.1,60.09,113.12,38.5,NORMAL,B,25-05-2026 00:58
TRF-0010,Tabuk-Center,225.13,335.44,59.83,75.52,64.2,NORMAL,C,05/25/2026 00:58:56
TRF-0002,Riyadh-East,225.89,391.33,59.96,88.4,47.3,NORMAL,C,2026-05-25 00:58:56
TRF-0003,Jeddah-Main,229.13,436.68,47.68,100.06,52.0,FREQ_DRIFT,B,20260525T005856
TRF-0004,Jeddah-Industrial,223.46,400.26,59.91,89.44,30.4,NORMAL,A,20260525T005856
TRF-0005,Dammam-Central,236.75,498.08,60.0,117.92,51.0,NORMAL,A,20260525T005856
TRF-0006,Dammam-Port,224.52,166.78,59.82,37.45,54.3,NORMAL,C,2026-05-25 00:58:56
TRF-0007,Mecca-Haram,225.83,161.05,60.04,36.37,48.2,NORMAL,C,25-05-2026 00:58
TRF-0008,Medina-Central,227.42,158.9,59.93,36.14,51.3,NORMAL,C,2026-05-25 00:58:56
TRF-0009,Abha-City,227.7,465.28,60.11,105.94,52.5,NORMAL,C,25-05-2026 00:58
TRF-0010,Tabuk-Center,226.35,341.23,60.17,77.24,46.2,NORMAL,B,05/25/2026 00:58:56
TRF-0001,Riyadh-North,237.5,112.83,60.04,26.8,58.1,NORMAL,B,2026-05-25 00:58:56
TRF-0002,Riyadh-East,234.48,315.46,59.91,73.97,37.5,NORMAL,B,20260525T005856
TRF-0003,Jeddah-Main,221.37,445.05,60.06,98.52,61.2,NORMAL,C,2026-05-25 00:58:56
TRF-0004,Jeddah-Industrial,224.1,466.98,59.96,104.65,46.2,NORMAL,B,05/25/2026 00:58:56
TRF-0005,Dammam-Central,227.33,308.3,60.03,70.09,250.0,OVERHEAT,C,2026/05/25 00:58:56
TRF-0006,Dammam-Port,225.39,121.25,60.03,27.33,42.3,NORMAL,A,2026/05/25 00:58:56
TRF-0007,Mecca-Haram,236.58,170.63,59.98,40.37,38.9,NORMAL,B,2026-05-25 00:58:56
TRF-0008,Medina-Central,237.56,469.0,59.85,111.42,40.5,NORMAL,C,2026-05-25 00:58:56
TRF-0009,Abha-City,226.27,157.97,59.9,35.74,30.9,NORMAL,A,2026/05/25 00:58:56
TRF-0010,Tabuk-Center,232.19,281.94,60.16,65.46,47.7,NORMAL,B,20260525T005856
TRF-0001,Riyadh-North,239.62,250.43,60.19,60.01,30.0,NORMAL,B,2026/05/25 00:58:56
TRF-0002,Riyadh-East,231.27,349.33,60.07,80.79,36.7,NORMAL,C,20260525T005856
TRF-0003,Jeddah-Main,223.01,298.44,60.11,66.56,45.8,NORMAL,B,2026-05-25 00:58:56
TRF-0004,Jeddah-Industrial,234.07,131.48,60.06,30.78,34.7,NORMAL,A,25-05-2026 00:58
TRF-0005,Dammam-Central,239.58,267.05,59.98,63.98,46.8,NORMAL,B,2026/05/25 00:58:56
TRF-0006,Dammam-Port,221.48,339.19,60.19,75.12,50.2,NORMAL,B,2026/05/25 00:58:56
TRF-0007,Mecca-Haram,230.59,371.26,60.04,85.61,44.5,NORMAL,B,25-05-2026 00:58
TRF-0008,Medina-Central,229.6,487.96,60.07,112.04,55.5,NORMAL,A,2026/05/25 00:58:56
TRF-0009,Abha-City,229.12,253.13,59.95,58.0,51.5,NORMAL,B,20260525T005856
TRF-0010,Tabuk-Center,228.77,259.24,59.94,59.31,30.6,NORMAL,C,05/25/2026 00:58:56
TRF-0001,Riyadh-North,234.83,316.25,60.15,74.26,42.8,NORMAL,B,05/25/2026 00:58:56
TRF-0002,Riyadh-East,221.18,423.77,59.92,93.73,63.3,NORMAL,B,20260525T005856
TRF-0003,Jeddah-Main,221.15,128.03,60.09,28.31,62.5,NORMAL,B,25-05-2026 00:58
TRF-0004,Jeddah-Industrial,222.28,280.23,59.94,62.29,250.0,OVERHEAT,B,05/25/2026 00:58:56
TRF-0005,Dammam-Central,227.16,225.25,60.17,51.17,53.1,NORMAL,A,20260525T005856
TRF-0006,Dammam-Port,225.23,155.12,60.03,34.94,42.1,NORMAL,A,2026/05/25 00:58:56
TRF-0007,Mecca-Haram,225.41,443.82,59.97,100.04,45.0,NORMAL,A,2026-05-25 00:58:56
TRF-0008,Medina-Central,237.35,474.48,60.2,112.62,30.4,NORMAL,B,20260525T005856
TRF-0009,Abha-City,225.99,486.74,60.07,110.0,62.8,NORMAL,B,2026-05-25 00:58:56
TRF-0010,Tabuk-Center,234.81,393.47,59.88,92.39,64.3,NORMAL,B,2026/05/25 00:58:56
TRF-0001,Riyadh-North,232.9,1033.07,60.01,233.95,114.7,OVERLOAD,C,05/25/2026 00:58:56
TRF-0002,Riyadh-East,237.84,408.33,59.81,97.12,44.6,NORMAL,A,05/25/2026 00:58:56
TRF-0003,Jeddah-Main,220.74,274.23,60.16,60.53,40.7,NORMAL,A,05/25/2026 00:58:56
TRF-0004,Jeddah-Industrial,224.34,491.4,59.85,110.24,,NORMAL,A,25-05-2026 00:58
TRF-0005,Dammam-Central,220.55,0.0,60.07,0.0,37.5,OUTAGE,B,20260525T005856
TRF-0006,Dammam-Port,237.43,382.75,60.15,90.88,64.1,NORMAL,C,05/25/2026 00:58:56
TRF-0007,Mecca-Haram,232.16,0.0,60.0,0.0,51.8,OUTAGE,A,25-05-2026 00:58
TRF-0008,Medina-Central,229.07,141.91,60.01,32.51,38.9,NORMAL,C,2026/05/25 00:58:56
TRF-0009,Abha-City,233.71,199.49,60.19,46.62,33.3,NORMAL,A,25-05-2026 00:58
TRF-0010,Tabuk-Center,221.56,472.67,60.12,104.72,37.6,NORMAL,A,2026/05/25 00:58:56
TRF-0001,Riyadh-North,223.06,251.15,60.17,56.02,61.7,NORMAL,C,2026/05/25 00:58:57
TRF-0002,Riyadh-East,223.14,399.45,60.03,89.13,52.2,NORMAL,B,25-05-2026 00:58
TRF-0003,Jeddah-Main,231.95,299.64,60.06,69.5,38.3,NORMAL,B,05/25/2026 00:58:57
TRF-0004,Jeddah-Industrial,221.09,264.21,60.19,58.41,61.1,NORMAL,B,2026-05-25 00:58:57
TRF-0005,Dammam-Central,224.16,125.07,60.08,28.04,43.8,NORMAL,A,20260525T005857
TRF-0006,Dammam-Port,232.65,393.66,62.09,91.58,59.8,FREQ_DRIFT,A,2026-05-25 00:58:57
TRF-0007,Mecca-Haram,233.86,244.45,60.0,57.17,56.6,NORMAL,A,2026-05-25 00:58:57
TRF-0008,Medina-Central,238.79,0.0,60.09,0.0,43.0,OUTAGE,A,2026-05-25 00:58:57
TRF-0008,Medina-Central,238.79,0.0,60.09,0.0,43.0,OUTAGE,A,2026-05-25 00:58:57
TRF-0009,Abha-City,223.16,276.79,60.01,61.77,52.3,NORMAL,B,05/25/2026 00:58:57
TRF-0010,Tabuk-Center,228.24,347.88,59.93,79.4,31.1,NORMAL,B,25-05-2026 00:58
TRF-0001,Riyadh-North,230.53,197.03,59.99,45.42,35.2,NORMAL,C,2026-05-25 00:58:57
TRF-0002,Riyadh-East,223.91,433.33,59.81,97.03,64.3,NORMAL,A,25-05-2026 00:58
TRF-0003,Jeddah-Main,233.66,333.13,59.93,77.84,48.3,NORMAL,A,2026/05/25 00:58:57
TRF-0005,Dammam-Central,229.95,148.81,60.11,34.22,44.4,NORMAL,A,2026/05/25 00:58:57
TRF-0006,Dammam-Port,229.28,381.6,60.08,87.49,62.0,NORMAL,B,05/25/2026 00:58:57
TRF-0007,Mecca-Haram,224.23,103.32,59.82,23.17,49.6,NORMAL,A,20260525T005857
TRF-0008,Medina-Central,233.49,331.82,59.99,77.48,57.0,NORMAL,A,20260525T005857
TRF-0009,Abha-City,238.93,325.72,51.24,77.82,36.2,FREQ_DRIFT,A,05/25/2026 00:58:57
TRF-0010,Tabuk-Center,233.27,166.51,60.16,38.84,47.4,NORMAL,A,25-05-2026 00:58
TRF-0001,Riyadh-North,226.9,171.4,60.09,38.89,39.8,NORMAL,C,2026/05/25 00:58:57
TRF-0001,Riyadh-North,226.9,171.4,60.09,38.89,39.8,NORMAL,C,2026/05/25 00:58:57
