transformer_id,location,voltage,current,frequency,power_mw,temperature,status,phase,timestamp
TRF-0009,Abha-City,222.31,486.78,59.92,108.22,38.3,NORMAL,A,05/25/2026 00:58:48
TRF-0010,Tabuk-Center,229.81,420.41,59.85,96.61,42.4,NORMAL,A,05/25/2026 00:58:48
TRF-0001,Riyadh-North,235.33,458.08,60.07,107.8,56.3,NORMAL,A,20260525T005848
TRF-0002,Riyadh-East,224.3,318.35,59.82,71.41,47.5,NORMAL,C,05/25/2026 00:58:48
TRF-0003,Jeddah-Main,234.74,,59.9,84.8,64.5,NORMAL,C,25-05-2026 00:58
TRF-0004,Jeddah-Industrial,220.37,202.62,60.03,44.65,32.1,NORMAL,A,2026-05-25 00:58:48
TRF-0005,Dammam-Central,225.35,217.49,59.89,49.01,63.3,NORMAL,A,25-05-2026 00:58
TRF-0006,Dammam-Port,238.05,271.7,60.14,64.68,50.5,NORMAL,B,25-05-2026 00:58
TRF-0007,Mecca-Haram,235.55,223.68,59.91,52.69,31.1,NORMAL,C,2026/05/25 00:58:48
TRF-0008,Medina-Central,221.69,488.2,60.15,108.23,44.3,NORMAL,A,20260525T005848
TRF-0009,Abha-City,239.19,298.8,60.11,71.47,64.8,NORMAL,A,20260525T005848
TRF-0010,Tabuk-Center,221.33,286.81,59.99,63.48,38.1,NORMAL,A,25-05-2026 00:58
TRF-0001,Riyadh-North,224.29,274.97,60.0,61.67,250.0,OVERHEAT,B,25-05-2026 00:58
TRF-0002,Riyadh-East,223.12,336.69,59.83,75.12,57.2,NORMAL,B,2026-05-25 00:58:48
TRF-0003,Jeddah-Main,222.2,355.58,59.95,79.01,50.6,NORMAL,A,25-05-2026 00:58
TRF-0004,Jeddah-Industrial,235.05,120.27,51.53,28.27,45.3,FREQ_DRIFT,C,20260525T005848
TRF-0005,Dammam-Central,238.3,448.64,59.88,106.91,56.9,NORMAL,A,25-05-2026 00:58
TRF-0006,Dammam-Port,236.89,290.69,60.03,68.86,60.1,NORMAL,B,2026-05-25 00:58:48
TRF-0007,Mecca-Haram,226.49,433.9,59.98,98.27,36.3,NORMAL,B,05/25/2026 00:58:48
TRF-0008,Medina-Central,226.0,337.07,59.91,76.18,49.1,NORMAL,A,05/25/2026 00:58:48
TRF-0009,Abha-City,230.16,241.7,59.9,55.63,49.1,NORMAL,A,2026-05-25 00:58:48
TRF-0010,Tabuk-Center,222.38,338.51,59.93,75.28,50.1,NORMAL,C,2026/05/25 00:58:48
TRF-0001,Riyadh-North,239.02,288.05,60.17,68.85,40.7,NORMAL,B,05/25/2026 00:58:48
TRF-0002,Riyadh-East,227.79,481.51,59.93,109.68,37.8,NORMAL,B,05/25/2026 00:58:48
TRF-0003,Jeddah-Main,236.71,223.5,60.03,52.9,38.7,NORMAL,B,20260525T005848
TRF-0004,Jeddah-Industrial,227.81,391.96,59.85,89.29,49.7,NORMAL,B,20260525T005848
TRF-0005,Dammam-Central,223.18,105.09,60.13,23.45,54.7,NORMAL,A,20260525T005848
TRF-0006,Dammam-Port,220.37,161.6,60.08,35.61,62.8,NORMAL,B,2026/05/25 00:58:48
TRF-0007,Mecca-Haram,220.32,256.42,60.11,56.49,37.1,NORMAL,A,05/25/2026 00:58:48
TRF-0008,Medina-Central,225.51,408.61,60.06,92.15,58.9,NORMAL,A,25-05-2026 00:58
TRF-0009,Abha-City,230.27,296.04,59.91,68.17,42.5,NORMAL,A,20260525T005848
TRF-0010,Tabuk-Center,235.54,328.79,60.0,77.44,30.2,NORMAL,B,2026/05/25 00:58:48
TRF-0001,Riyadh-North,237.35,278.11,59.88,66.01,47.3,NORMAL,C,25-05-2026 00:58
TRF-0002,Riyadh-East,235.41,205.0,60.0,48.26,41.8,NORMAL,B,20260525T005848
TRF-0003,Jeddah-Main,225.71,0.0,59.9,0.0,37.8,OUTAGE,B,2026-05-25 00:58:48
TRF-0004,Jeddah-Industrial,229.69,346.69,59.82,79.63,42.7,NORMAL,A,25-05-2026 00:58
TRF-0005,Dammam-Central,226.06,334.97,59.84,75.72,50.8,NORMAL,B,25-05-2026 00:58
TRF-0006,Dammam-Port,229.24,493.75,59.93,113.19,60.3,NORMAL,B,2026-05-25 00:58:48
TRF-0007,Mecca-Haram,239.28,458.45,60.16,109.7,33.3,NORMAL,B,2026-05-25 00:58:48
TRF-0008,Medina-Central,227.92,429.7,60.0,97.94,40.3,NORMAL,B,25-05-2026 00:58
TRF-0009,Abha-City,229.28,114.06,60.15,26.15,62.2,NORMAL,B,05/25/2026 00:58:48
TRF-0010,Tabuk-Center,235.13,189.9,60.12,44.65,31.9,NORMAL,C,2026-05-25 00:58:48
TRF-0001,Riyadh-North,238.24,138.98,59.94,33.11,36.1,NORMAL,B,2026-05-25 00:58:48
TRF-0002,Riyadh-East,230.6,281.23,59.85,64.85,38.1,NORMAL,C,2026/05/25 00:58:48
TRF-0003,Jeddah-Main,235.46,472.96,59.87,111.36,30.2,NORMAL,A,25-05-2026 00:58
TRF-0004,Jeddah-Industrial,226.78,143.94,59.84,32.64,35.6,NORMAL,B,05/25/2026 00:58:48
TRF-0005,Dammam-Central,233.03,267.48,59.93,62.33,43.3,NORMAL,C,2026-05-25 00:58:48
TRF-0006,Dammam-Port,236.79,262.02,60.19,62.04,55.8,NORMAL,C,2026-05-25 00:58:48
TRF-0007,Mecca-Haram,222.11,473.49,59.89,105.17,31.0,NORMAL,B,20260525T005848
TRF-0008,Medina-Central,231.2,439.32,59.92,101.57,47.1,NORMAL,A,05/25/2026 00:58:48
TRF-0009,Abha-City,223.71,485.94,60.18,108.71,36.1,NORMAL,B,05/25/2026 00:58:48
TRF-0010,Tabuk-Center,238.74,370.38,60.19,88.42,37.3,NORMAL,C,05/25/2026 00:58:48
TRF-0001,Riyadh-North,233.84,166.11,59.92,38.84,40.3,NORMAL,A,2026-05-25 00:58:48
TRF-0002,Riyadh-East,220.33,181.71,60.11,40.04,37.6,NORMAL,B,05/25/2026 00:58:48
TRF-0003,Jeddah-Main,234.38,289.04,60.09,67.75,51.9,NORMAL,A,25-05-2026 00:58
TRF-0004,Jeddah-Industrial,233.28,485.75,60.18,113.32,31.0,NORMAL,B,2026-05-25 00:58:48
TRF-0005,Dammam-Central,223.34,283.99,59.83,63.43,59.7,NORMAL,A,20260525T005848
TRF-0006,Dammam-Port,235.71,489.58,60.0,115.4,51.4,NORMAL,C,2026-05-25 00:58:48
TRF-0007,Mecca-Haram,227.65,133.69,59.86,30.43,42.1,NORMAL,B,25-05-2026 00:58
TRF-0008,Medina-Central,223.45,438.82,60.02,98.05,59.4,NORMAL,C,05/25/2026 00:58:48
TRF-0009,Abha-City,233.68,205.99,60.08,48.14,56.3,NORMAL,A,2026/05/25 00:58:48
TRF-0010,Tabuk-Center,239.22,258.32,59.8,61.8,58.9,NORMAL,A,2026/05/25 00:58:48
TRF-0001,Riyadh-North,234.22,278.3,59.89,65.18,63.5,NORMAL,B,05/25/2026 00:58:48
TRF-0002,Riyadh-East,223.52,306.64,60.17,68.54,34.3,NORMAL,B,25-05-2026 00:58
TRF-0003,Jeddah-Main,225.81,483.72,59.96,109.23,53.0,NORMAL,A,2026-05-25 00:58:48
TRF-0004,Jeddah-Industrial,223.24,335.68,60.0,74.94,42.8,NORMAL,C,20260525T005848
TRF-0005,Dammam-Central,221.27,494.73,60.07,109.47,44.5,NORMAL,A,20260525T005848
TRF-0006,Dammam-Port,229.99,375.56,59.93,86.38,48.7,NORMAL,A,2026/05/25 00:58:48
TRF-0007,Mecca-Haram,225.6,407.89,59.91,92.02,52.7,NORMAL,C,2026/05/25 00:58:48
TRF-0008,Medina-Central,234.68,475.93,60.03,111.69,57.6,NORMAL,C,2026-05-25 00:58:48
TRF-0009,Abha-City,232.14,385.88,59.81,89.58,56.3,NORMAL,A,05/25/2026 00:58:48
TRF-0010,Tabuk-Center,229.11,251.62,59.96,57.65,30.5,NORMAL,B,25-05-2026 00:58
TRF-0001,Riyadh-North,223.76,334.79,59.95,74.91,39.3,NORMAL,B,2026-05-25 00:58:48
TRF-0002,Riyadh-East,233.27,112.65,60.05,26.28,34.6,NORMAL,C,2026/05/25 00:58:48
TRF-0003,Jeddah-Main,225.4,305.55,59.81,68.87,45.7,NORMAL,B,2026/05/25 00:58:48
TRF-0004,Jeddah-Industrial,220.43,461.37,59.88,101.7,30.2,NORMAL,A,2026-05-25 00:58:48
TRF-0005,Dammam-Central,226.44,326.83,60.02,74.01,36.3,NORMAL,B,20260525T005848
TRF-0006,Dammam-Port,225.97,288.17,59.96,65.12,49.7,NORMAL,A,20260525T005848
TRF-0007,Mecca-Haram,239.96,121.49,59.84,29.15,54.1,NORMAL,C,25-05-2026 00:58
TRF-0008,Medina-Central,233.42,238.55,59.9,55.68,45.1,NORMAL,A,05/25/2026 00:58:48
TRF-0009,Abha-City,-230,380.72,60.12,89.51,40.5,NORMAL,A,25-05-2026 00:58
TRF-0010,Tabuk-Center,221.95,404.87,60.15,89.86,42.9,NORMAL,A,20260525T005848
TRF-0001,Riyadh-North,226.68,435.9,59.9,98.81,50.9,NORMAL,A,20260525T005848
TRF-0002,Riyadh-East,223.41,391.61,59.89,87.49,36.4,NORMAL,C,25-05-2026 00:58
TRF-0003,Jeddah-Main,225.24,411.68,59.9,92.73,54.7,NORMAL,C,2026-05-25 00:58:48
TRF-0004,Jeddah-Industrial,239.09,444.95,59.98,106.38,43.2,NORMAL,C,05/25/2026 00:58:48
TRF-0005,Dammam-Central,234.6,193.0,59.99,45.28,45.6,NORMAL,C,20260525T005848
TRF-0006,Dammam-Port,224.13,204.34,59.84,45.8,43.0,NORMAL,C,25-05-2026 00:58
TRF-0007,Mecca-Haram,235.43,227.13,60.02,53.47,48.8,NORMAL,A,2026/05/25 00:58:48
TRF-0008,Medina-Central,225.66,415.82,60.18,93.83,62.3,NORMAL,C,25-05-2026 00:58
TRF-0009,Abha-City,224.9,107.5,59.9,24.18,53.3,NORMAL,B,20260525T005848
TRF-0010,Tabuk-Center,236.79,182.08,60.18,43.11,33.5,NORMAL,B,2026-05-25 00:58:48
TRF-0001,Riyadh-North,224.79,411.38,59.88,92.47,64.7,NORMAL,C,20260525T005848
TRF-0001,Riyadh-North,224.79,411.38,59.88,92.47,64.7,NORMAL,C,20260525T005848
TRF-0002,Riyadh-East,222.41,361.43,60.2,80.39,62.4,NORMAL,A,20260525T005848
TRF-0003,Jeddah-Main,227.14,158.06,60.07,35.9,60.8,NORMAL,A,20260525T005848
TRF-0004,Jeddah-Industrial,234.92,417.34,59.97,98.04,54.8,NORMAL,C,05/25/2026 00:58:48
TRF-0005,Dammam-Central,237.86,320.29,59.91,76.18,34.4,NORMAL,A,20260525T005848
TRF-0006,Dammam-Port,234.86,432.65,59.81,101.61,56.9,NORMAL,C,2026-05-25 00:58:48
TRF-0007,Mecca-Haram,222.3,,59.97,33.22,62.6,NORMAL,B,2026/05/25 00:58:48
TRF-0008,Medina-Central,226.15,434.48,59.93,98.26,63.3,NORMAL,A,05/25/2026 00:58:48
TRF-0009,Abha-City,239.19,255.35,60.04,61.08,38.8,NORMAL,B,20260525T005848
TRF-0010,Tabuk-Center,220.11,193.2,60.04,42.53,34.4,NORMAL,A,25-05-2026 00:58
TRF-0001,Riyadh-North,233.85,230.65,59.87,53.94,49.6,NORMAL,B,20260525T005848
CORRUPTED_DATA_###!!!@@@@
TRF-0002,Riyadh-East,223.27,326.83,59.86,72.97,39.3,NORMAL,A,20260525T005848
TRF-0003,Jeddah-Main,230.35,406.04,60.08,93.53,61.7,NORMAL,A,25-05-2026 00:58
TRF-0004,Jeddah-Industrial,231.84,364.1,59.95,84.41,57.8,NORMAL,C,25-05-2026 00:58
TRF-0005,Dammam-Central,237.99,143.39,60.17,34.13,63.7,NORMAL,A,05/25/2026 00:58:48
TRF-0006,Dammam-Port,239.51,375.08,59.94,89.84,40.2,NORMAL,A,20260525T005848
TRF-0007,Mecca-Haram,236.88,0.0,59.95,0.0,57.9,OUTAGE,B,2026/05/25 00:58:48
TRF-0008,Medina-Central,230.1,287.06,60.08,66.05,44.9,NORMAL,C,20260525T005848
TRF-0009,Abha-City,228.78,287.47,60.15,65.77,42.9,NORMAL,B,2026/05/25 00:58:48
TRF-0010,Tabuk-Center,239.43,235.83,60.17,56.46,53.1,NORMAL,A,20260525T005848
TRF-0001,Riyadh-North,225.54,237.87,60.16,53.65,42.9,NORMAL,A,2026/05/25 00:58:48
TRF-0002,Riyadh-East,222.23,215.66,59.99,47.93,35.7,NORMAL,A,25-05-2026 00:58
TRF-0003,Jeddah-Main,229.66,288.64,60.01,66.29,32.9,NORMAL,C,05/25/2026 00:58:48
TRF-0004,Jeddah-Industrial,230.39,405.7,60.05,93.47,40.0,NORMAL,A,20260525T005848
TRF-0005,Dammam-Central,223.56,150.82,59.94,33.72,54.9,NORMAL,B,05/25/2026 00:58:48
TRF-0006,Dammam-Port,224.89,315.97,59.91,71.06,63.6,NORMAL,C,20260525T005848
TRF-0007,Mecca-Haram,234.45,140.5,60.09,32.94,43.4,NORMAL,A,2026/05/25 00:58:48
TRF-0008,Medina-Central,237.97,0.0,59.94,0.0,45.6,OUTAGE,B,25-05-2026 00:58
TRF-0008,Medina-Central,237.97,0.0,59.94,0.0,45.6,OUTAGE,B,25-05-2026 00:58
TRF-0009,Abha-City,235.72,390.78,59.88,92.11,55.3,NORMAL,A,2026/05/25 00:58:48
TRF-0010,Tabuk-Center,232.34,468.21,59.9,108.78,56.3,NORMAL,C,2026-05-25 00:58:48
TRF-0001,Riyadh-North,239.3,171.64,60.03,41.07,36.3,NORMAL,C,25-05-2026 00:58
TRF-0002,Riyadh-East,224.32,117.06,59.86,26.26,42.5,NORMAL,A,20260525T005848
TRF-0003,Jeddah-Main,232.1,354.31,60.16,82.24,60.2,NORMAL,C,20260525T005848
TRF-0004,Jeddah-Industrial,233.67,0.0,59.91,0.0,55.8,OUTAGE,B,20260525T005848
TRF-0005,Dammam-Central,228.66,243.34,59.83,55.64,61.5,NORMAL,A,2026-05-25 00:58:48
TRF-0006,Dammam-Port,235.49,129.6,59.99,30.52,55.1,NORMAL,C,2026-05-25 00:58:48
TRF-0007,Mecca-Haram,226.45,342.22,60.16,77.5,59.7,NORMAL,C,2026-05-25 00:58:48
TRF-0008,Medina-Central,229.18,317.96,60.12,72.87,62.2,NORMAL,B,05/25/2026 00:58:48
TRF-0009,Abha-City,225.47,124.9,59.99,28.16,33.4,NORMAL,A,05/25/2026 00:58:48
TRF-0010,Tabuk-Center,222.33,170.91,60.13,38.0,250.0,OVERHEAT,C,20260525T005848
TRF-0001,Riyadh-North,234.51,178.97,60.0,41.97,52.8,NORMAL,A,2026-05-25 00:58:48
TRF-0002,Riyadh-East,236.96,425.24,59.94,100.76,40.8,NORMAL,A,2026/05/25 00:58:48
TRF-0003,Jeddah-Main,227.47,274.61,60.09,62.47,34.6,NORMAL,B,05/25/2026 00:58:48
TRF-0004,Jeddah-Industrial,221.84,180.53,59.9,40.05,56.0,NORMAL,B,20260525T005848
TRF-0005,Dammam-Central,233.4,224.77,60.07,52.46,250.0,OVERHEAT,C,2026/05/25 00:58:48
TRF-0006,Dammam-Port,231.94,241.84,60.18,56.09,32.1,NORMAL,C,20260525T005848
TRF-0007,Mecca-Haram,220.81,150.03,60.09,33.13,58.5,NORMAL,B,25-05-2026 00:58
TRF-0008,Medina-Central,239.65,410.04,59.81,98.27,49.1,NORMAL,B,05/25/2026 00:58:48
TRF-0009,Abha-City,230.35,266.82,59.87,61.46,41.0,NORMAL,C,20260525T005848
TRF-0010,Tabuk-Center,233.95,233.56,60.14,54.64,31.5,NORMAL,B,05/25/2026 00:58:48
TRF-0001,Riyadh-North,227.88,402.92,60.02,91.82,45.0,NORMAL,B,25-05-2026 00:58
TRF-0002,Riyadh-East,237.66,457.79,60.18,108.8,34.0,NORMAL,A,20260525T005848
TRF-0003,Jeddah-Main,233.97,258.49,59.82,60.48,58.7,NORMAL,B,05/25/2026 00:58:48
TRF-0004,Jeddah-Industrial,220.98,198.11,59.84,43.78,63.9,NORMAL,B,05/25/2026 00:58:48
TRF-0005,Dammam-Central,226.05,471.76,60.19,106.64,56.7,NORMAL,C,2026/05/25 00:58:48
TRF-0006,Dammam-Port,237.77,277.36,59.83,65.95,37.8,NORMAL,B,05/25/2026 00:58:48
TRF-0007,Mecca-Haram,220.83,366.93,59.82,81.03,44.2,NORMAL,B,05/25/2026 00:58:48
TRF-0008,Medina-Central,237.56,235.86,60.02,56.03,48.0,NORMAL,B,20260525T005848
TRF-0009,Abha-City,230.79,169.41,59.82,39.1,35.5,NORMAL,C,25-05-2026 00:58
TRF-0010,Tabuk-Center,234.7,256.14,59.82,60.12,52.3,NORMAL,A,2026-05-25 00:58:48
TRF-0001,Riyadh-North,222.15,211.67,60.16,47.02,58.7,NORMAL,A,25-05-2026 00:58
TRF-0002,Riyadh-East,234.32,479.07,59.98,112.26,33.4,NORMAL,A,20260525T005848
TRF-0003,Jeddah-Main,236.79,221.99,59.81,52.57,35.0,NORMAL,B,25-05-2026 00:58
TRF-0004,Jeddah-Industrial,235.72,142.89,60.19,33.68,37.6,NORMAL,A,20260525T005848
TRF-0005,Dammam-Central,228.71,324.43,59.84,74.2,60.8,NORMAL,B,25-05-2026 00:58
TRF-0006,Dammam-Port,235.18,370.72,59.91,87.19,54.8,NORMAL,C,05/25/2026 00:58:48
TRF-0007,Mecca-Haram,238.16,228.17,59.84,54.34,37.4,NORMAL,A,25-05-2026 00:58
TRF-0008,Medina-Central,221.29,433.89,60.18,96.02,52.3,NORMAL,C,20260525T005848
TRF-0009,Abha-City,225.36,449.92,60.07,101.39,51.1,NORMAL,C,05/25/2026 00:58:48
TRF-0010,Tabuk-Center,232.84,308.63,60.03,71.86,52.7,NORMAL,B,25-05-2026 00:58
TRF-0001,Riyadh-North,232.16,205.52,59.97,47.71,56.9,NORMAL,C,25-05-2026 00:58
TRF-0002,Riyadh-East,237.08,377.18,60.17,89.42,56.5,NORMAL,C,05/25/2026 00:58:48
TRF-0003,Jeddah-Main,230.79,203.65,59.85,47.0,51.9,NORMAL,B,25-05-2026 00:58
TRF-0004,Jeddah-Industrial,228.01,276.1,47.56,62.95,63.5,FREQ_DRIFT,C,25-05-2026 00:58
TRF-0005,Dammam-Central,222.75,204.9,60.06,45.64,46.5,NORMAL,B,25-05-2026 00:58
TRF-0006,Dammam-Port,240.0,496.96,65.18,119.27,47.0,FREQ_DRIFT,A,25-05-2026 00:58
TRF-0007,Mecca-Haram,222.24,101.95,60.19,22.66,38.6,NORMAL,B,25-05-2026 00:58
TRF-0008,Medina-Central,225.07,270.06,60.18,60.78,32.7,NORMAL,A,05/25/2026 00:58:48
TRF-0009,Abha-City,239.96,263.08,59.83,63.13,43.6,NORMAL,C,2026/05/25 00:58:48
TRF-0010,Tabuk-Center,236.34,123.82,59.99,29.26,30.5,NORMAL,A,2026/05/25 00:58:48
TRF-0001,Riyadh-North,224.84,463.88,59.95,104.3,45.1,NORMAL,A,20260525T005848
TRF-0002,Riyadh-East,231.13,448.18,59.96,103.59,54.7,NORMAL,A,2026/05/25 00:58:48
TRF-0003,Jeddah-Main,236.47,340.66,59.81,80.56,48.3,NORMAL,B,2026-05-25 00:58:48
TRF-0004,Jeddah-Industrial,232.25,284.19,59.97,66.0,34.6,NORMAL,A,2026-05-25 00:58:48
TRF-0005,Dammam-Central,238.16,455.43,60.06,108.47,58.4,NORMAL,A,20260525T005848
TRF-0006,Dammam-Port,220.37,149.2,59.91,32.88,38.7,NORMAL,C,2026-05-25 00:58:48
TRF-0007,Mecca-Haram,233.14,348.5,60.09,81.25,48.4,NORMAL,A,20260525T005848
TRF-0008,Medina-Central,234.06,156.11,60.06,36.54,40.5,NORMAL,B,05/25/2026 00:58:48
TRF-0009,Abha-City,235.39,277.7,59.9,,38.9,NORMAL,B,2026/05/25 00:58:48
TRF-0010,Tabuk-Center,222.0,479.54,45.02,106.46,43.6,FREQ_DRIFT,A,2026/05/25 00:58:48
TRF-0001,Riyadh-North,227.77,335.55,60.2,76.43,34.3,NORMAL,B,05/25/2026 00:58:49
TRF-0002,Riyadh-East,220.89,152.51,60.04,33.69,38.8,NORMAL,A,20260525T005849
TRF-0003,Jeddah-Main,237.01,248.83,60.16,58.98,52.7,NORMAL,B,2026-05-25 00:58:49
TRF-0004,Jeddah-Industrial,228.49,330.56,59.91,75.53,30.8,NORMAL,B,05/25/2026 00:58:49
TRF-0005,Dammam-Central,228.36,293.03,60.19,66.92,41.8,NORMAL,C,05/25/2026 00:58:49
TRF-0006,Dammam-Port,233.0,291.32,59.81,67.88,59.0,NORMAL,B,2026/05/25 00:58:49
TRF-0007,Mecca-Haram,,108.85,59.96,24.56,63.0,NORMAL,C,05/25/2026 00:58:49
TRF-0008,Medina-Central,221.83,336.22,59.92,74.58,40.3,NORMAL,A,25-05-2026 00:58
TRF-0009,Abha-City,222.9,380.31,60.0,84.77,32.7,NORMAL,B,25-05-2026 00:58
TRF-0010,Tabuk-Center,236.19,402.15,60.2,94.98,62.4,NORMAL,A,20260525T005849
TRF-0001,Riyadh-North,229.52,206.27,60.2,47.34,40.0,NORMAL,A,2026/05/25 00:58:49
TRF-0002,Riyadh-East,230.69,381.02,59.85,87.9,30.6,NORMAL,B,05/25/2026 00:58:49
TRF-0003,Jeddah-Main,238.14,134.19,60.11,31.96,54.3,NORMAL,C,05/25/2026 00:58:49
TRF-0004,Jeddah-Industrial,238.17,,60.02,108.56,42.3,NORMAL,B,25-05-2026 00:58
TRF-0005,Dammam-Central,228.07,159.33,59.92,36.34,33.2,NORMAL,C,2026/05/25 00:58:49
TRF-0006,Dammam-Port,226.49,431.86,59.82,97.81,61.7,NORMAL,C,2026/05/25 00:58:49
TRF-0007,Mecca-Haram,229.34,361.93,59.93,83.01,61.7,NORMAL,A,25-05-2026 00:58
TRF-0008,Medina-Central,226.8,262.71,60.07,59.58,53.7,NORMAL,B,20260525T005849
TRF-0009,Abha-City,220.61,113.34,60.11,25.0,63.1,NORMAL,C,2026-05-25 00:58:49
TRF-0010,Tabuk-Center,228.09,442.21,59.82,100.86,32.6,NORMAL,A,2026-05-25 00:58:49
TRF-0001,Riyadh-North,233.34,117.9,60.18,27.51,32.7,NORMAL,C,05/25/2026 00:58:49
TRF-0002,Riyadh-East,226.13,471.05,59.91,106.52,52.5,NORMAL,C,2026-05-25 00:58:49
TRF-0003,Jeddah-Main,228.0,353.37,59.9,80.57,56.9,NORMAL,B,25-05-2026 00:58
TRF-0004,Jeddah-Industrial,222.96,162.55,59.88,36.24,31.4,NORMAL,B,25-05-2026 00:58
TRF-0005,Dammam-Central,220.03,148.84,60.15,32.75,38.4,NORMAL,C,05/25/2026 00:58:49
TRF-0006,Dammam-Port,220.03,329.12,60.12,72.42,36.8,NORMAL,A,2026-05-25 00:58:49
TRF-0007,Mecca-Haram,,203.72,59.95,46.52,38.6,NORMAL,A,05/25/2026 00:58:49
TRF-0008,Medina-Central,226.16,320.74,59.81,72.54,54.9,NORMAL,B,2026/05/25 00:58:49
TRF-0009,Abha-City,236.47,396.56,59.85,93.77,60.5,NORMAL,B,05/25/2026 00:58:49
