transformer_id,location,voltage,current,frequency,power_mw,temperature,status,phase,timestamp
TRF-0010,Tabuk-Center,229.0,392.52,60.0,89.89,61.0,NORMAL,A,25-05-2026 00:59
TRF-0001,Riyadh-North,228.48,351.77,59.99,80.37,56.9,NORMAL,B,2026/05/25 00:59:12
TRF-0002,Riyadh-East,239.77,331.87,59.94,79.57,62.4,NORMAL,A,2026/05/25 00:59:12
TRF-0003,Jeddah-Main,234.08,0.0,60.08,0.0,52.6,OUTAGE,B,2026-05-25 00:59:12
TRF-0004,Jeddah-Industrial,221.32,223.95,60.1,49.56,56.8,NORMAL,A,2026-05-25 00:59:12
TRF-0005,Dammam-Central,223.94,0.0,59.98,0.0,35.9,OUTAGE,C,05/25/2026 00:59:12
TRF-0006,Dammam-Port,233.75,409.47,59.92,95.71,250.0,OVERHEAT,C,20260525T005912
TRF-0007,Mecca-Haram,233.86,296.7,59.94,69.39,64.3,NORMAL,A,25-05-2026 00:59
TRF-0008,Medina-Central,221.8,319.06,60.15,70.77,32.2,NORMAL,A,05/25/2026 00:59:12
TRF-0009,Abha-City,220.93,483.38,60.01,106.79,41.2,NORMAL,B,2026/05/25 00:59:12
TRF-0010,Tabuk-Center,230.98,229.39,60.1,52.98,41.8,NORMAL,C,05/25/2026 00:59:12
TRF-0001,Riyadh-North,229.36,252.32,60.08,57.87,33.0,NORMAL,C,2026-05-25 00:59:12
TRF-0002,Riyadh-East,220.89,347.14,60.05,76.68,34.4,NORMAL,A,25-05-2026 00:59
TRF-0003,Jeddah-Main,221.61,103.63,59.87,22.97,37.3,NORMAL,A,20260525T005912
TRF-0004,Jeddah-Industrial,230.48,318.07,60.15,73.31,61.9,NORMAL,C,2026/05/25 00:59:12
TRF-0005,Dammam-Central,238.18,343.67,59.89,81.86,53.8,NORMAL,A,2026-05-25 00:59:12
TRF-0006,Dammam-Port,236.01,0.0,60.13,0.0,39.2,OUTAGE,A,20260525T005912
TRF-0007,Mecca-Haram,237.48,124.42,,29.55,42.8,NORMAL,C,05/25/2026 00:59:12
TRF-0008,Medina-Central,224.05,427.25,59.87,95.73,59.8,NORMAL,B,20260525T005912
TRF-0009,Abha-City,225.88,179.48,59.99,40.54,39.9,NORMAL,A,2026/05/25 00:59:12
TRF-0010,Tabuk-Center,220.89,467.53,60.0,103.27,38.8,NORMAL,C,05/25/2026 00:59:12
TRF-0001,Riyadh-North,238.21,361.59,60.13,86.13,38.8,NORMAL,C,2026/05/25 00:59:12
TRF-0002,Riyadh-East,231.75,465.91,60.2,107.97,56.7,NORMAL,C,20260525T005912
TRF-0003,Jeddah-Main,228.73,231.25,60.12,52.89,62.7,NORMAL,A,2026-05-25 00:59:12
TRF-0003,Jeddah-Main,228.73,231.25,60.12,52.89,62.7,NORMAL,A,2026-05-25 00:59:12
TRF-0004,Jeddah-Industrial,223.11,435.11,59.88,97.08,52.7,NORMAL,A,05/25/2026 00:59:12
TRF-0005,Dammam-Central,221.15,432.98,59.86,95.75,59.1,NORMAL,C,2026-05-25 00:59:12
TRF-0006,Dammam-Port,239.45,316.72,60.16,75.84,45.4,NORMAL,C,2026-05-25 00:59:12
TRF-0007,Mecca-Haram,238.63,353.66,60.04,84.39,49.5,NORMAL,B,2026/05/25 00:59:12
TRF-0008,Medina-Central,226.14,347.04,59.92,78.48,39.9,NORMAL,A,20260525T005912
TRF-0009,Abha-City,239.75,199.01,59.92,47.71,39.9,NORMAL,A,2026/05/25 00:59:12
TRF-0010,Tabuk-Center,233.51,1012.68,59.92,214.43,125.2,OVERLOAD,A,05/25/2026 00:59:12
TRF-0001,Riyadh-North,222.89,409.78,60.08,91.34,45.1,NORMAL,C,20260525T005912
TRF-0002,Riyadh-East,237.36,149.01,59.85,35.37,30.8,NORMAL,A,25-05-2026 00:59
TRF-0003,Jeddah-Main,227.17,466.46,60.01,105.97,47.1,NORMAL,C,2026-05-25 00:59:12
TRF-0004,Jeddah-Industrial,228.2,388.96,59.97,88.76,60.5,NORMAL,C,2026-05-25 00:59:12
TRF-0005,Dammam-Central,224.18,280.73,60.16,62.93,53.8,NORMAL,C,2026/05/25 00:59:12
TRF-0006,Dammam-Port,223.54,435.56,59.95,97.37,58.6,NORMAL,A,05/25/2026 00:59:12
TRF-0007,Mecca-Haram,236.34,367.69,59.84,86.9,34.8,NORMAL,C,2026-05-25 00:59:12
TRF-0008,Medina-Central,236.48,448.18,60.02,105.99,63.7,NORMAL,B,2026-05-25 00:59:12
TRF-0009,Abha-City,236.96,300.54,60.02,71.22,60.1,NORMAL,B,25-05-2026 00:59
TRF-0010,Tabuk-Center,222.13,198.9,59.84,44.18,61.1,NORMAL,C,2026-05-25 00:59:12
TRF-0001,Riyadh-North,231.16,190.0,60.06,43.92,42.4,NORMAL,C,20260525T005912
TRF-0002,Riyadh-East,237.93,378.58,60.13,90.08,32.8,NORMAL,A,05/25/2026 00:59:12
TRF-0003,Jeddah-Main,222.97,371.05,59.97,82.73,63.1,NORMAL,C,2026-05-25 00:59:12
TRF-0004,Jeddah-Industrial,227.48,254.36,60.15,57.86,35.4,NORMAL,A,05/25/2026 00:59:12
TRF-0005,Dammam-Central,225.41,122.03,49.16,27.51,44.0,FREQ_DRIFT,B,20260525T005912
TRF-0006,Dammam-Port,225.72,260.71,60.19,58.85,45.7,NORMAL,C,20260525T005912
TRF-0007,Mecca-Haram,221.28,165.17,59.93,36.55,63.1,NORMAL,B,20260525T005912
TRF-0008,Medina-Central,233.76,283.44,60.07,66.26,35.1,NORMAL,A,2026-05-25 00:59:12
TRF-0009,Abha-City,233.95,273.51,60.07,63.99,53.4,NORMAL,A,20260525T005912
TRF-0010,Tabuk-Center,225.05,175.41,59.98,39.48,51.4,NORMAL,B,2026/05/25 00:59:12
TRF-0001,Riyadh-North,232.69,488.45,60.17,113.66,37.3,NORMAL,C,20260525T005912
TRF-0002,Riyadh-East,229.05,306.83,59.97,70.28,59.2,NORMAL,C,2026/05/25 00:59:12
TRF-0003,Jeddah-Main,234.81,368.89,59.93,86.62,46.6,NORMAL,C,20260525T005912
TRF-0004,Jeddah-Industrial,234.61,454.25,60.05,106.57,48.2,NORMAL,C,25-05-2026 00:59
TRF-0005,Dammam-Central,224.78,446.08,59.95,100.27,57.6,NORMAL,B,25-05-2026 00:59
TRF-0006,Dammam-Port,239.02,355.17,60.01,84.89,60.3,NORMAL,A,2026/05/25 00:59:12
TRF-0007,Mecca-Haram,221.86,291.02,59.92,64.57,59.7,NORMAL,A,20260525T005912
TRF-0008,Medina-Central,238.02,347.0,60.06,82.59,250.0,OVERHEAT,A,2026/05/25 00:59:12
TRF-0009,Abha-City,227.93,474.66,60.05,108.19,45.0,NORMAL,C,20260525T005912
TRF-0010,Tabuk-Center,230.17,469.65,59.89,108.1,30.4,NORMAL,B,25-05-2026 00:59
TRF-0001,Riyadh-North,236.25,251.57,59.87,59.43,44.7,NORMAL,B,2026-05-25 00:59:12
TRF-0002,Riyadh-East,224.77,245.95,60.08,55.28,31.7,NORMAL,A,20260525T005912
TRF-0003,Jeddah-Main,233.1,469.03,59.89,109.33,42.5,NORMAL,B,2026/05/25 00:59:12
TRF-0004,Jeddah-Industrial,-230,400.38,59.95,88.22,42.6,NORMAL,C,05/25/2026 00:59:12
TRF-0005,Dammam-Central,227.58,980.93,59.93,294.78,97.9,OVERLOAD,B,25-05-2026 00:59
TRF-0006,Dammam-Port,223.58,477.38,59.87,106.73,50.3,NORMAL,B,05/25/2026 00:59:12
TRF-0007,Mecca-Haram,231.86,496.44,60.12,115.1,42.4,NORMAL,B,2026-05-25 00:59:12
TRF-0008,Medina-Central,223.1,247.31,59.87,55.17,39.1,NORMAL,B,2026-05-25 00:59:12
TRF-0009,Abha-City,228.45,466.49,59.89,106.57,35.1,NORMAL,C,2026-05-25 00:59:12
TRF-0010,Tabuk-Center,239.54,469.0,60.14,112.34,62.7,NORMAL,A,05/25/2026 00:59:12
TRF-0010,Tabuk-Center,239.54,469.0,60.14,112.34,62.7,NORMAL,A,05/25/2026 00:59:12
TRF-0001,Riyadh-North,239.62,111.94,60.1,26.82,50.2,NORMAL,C,2026/05/25 00:59:12
TRF-0002,Riyadh-East,232.1,479.27,60.06,111.24,53.6,NORMAL,B,05/25/2026 00:59:12
TRF-0003,Jeddah-Main,235.71,393.76,59.98,92.81,51.8,NORMAL,C,20260525T005912
TRF-0004,Jeddah-Industrial,220.71,129.09,60.06,28.49,34.2,NORMAL,C,05/25/2026 00:59:12
TRF-0005,Dammam-Central,224.55,102.98,60.12,23.12,43.8,NORMAL,B,25-05-2026 00:59
TRF-0006,Dammam-Port,220.72,415.77,59.92,91.77,34.0,NORMAL,B,05/25/2026 00:59:12
TRF-0007,Mecca-Haram,231.53,441.94,60.2,102.32,32.6,NORMAL,C,05/25/2026 00:59:12
TRF-0008,Medina-Central,-230,219.19,59.97,51.36,35.4,NORMAL,C,25-05-2026 00:59
TRF-0009,Abha-City,234.23,338.14,60.15,79.2,46.5,NORMAL,C,2026-05-25 00:59:12
TRF-0010,Tabuk-Center,234.76,475.53,60.18,111.64,40.6,NORMAL,A,2026/05/25 00:59:12
TRF-0001,Riyadh-North,235.27,179.08,59.83,42.13,250.0,OVERHEAT,B,20260525T005912
TRF-0002,Riyadh-East,235.47,314.25,60.05,74.0,40.1,NORMAL,A,25-05-2026 00:59
TRF-0003,Jeddah-Main,230.94,129.14,60.01,29.82,35.6,NORMAL,C,25-05-2026 00:59
TRF-0004,Jeddah-Industrial,223.91,386.64,59.89,86.57,35.6,NORMAL,A,25-05-2026 00:59
TRF-0005,Dammam-Central,220.97,396.35,60.16,87.58,58.6,NORMAL,B,2026-05-25 00:59:12
TRF-0006,Dammam-Port,222.97,,59.94,82.99,57.5,NORMAL,A,25-05-2026 00:59
TRF-0007,Mecca-Haram,235.76,406.74,59.98,95.89,36.9,NORMAL,A,20260525T005912
TRF-0008,Medina-Central,235.34,390.61,59.97,91.93,52.3,NORMAL,C,2026-05-25 00:59:12
TRF-0009,Abha-City,232.83,985.28,59.98,285.07,93.6,OVERLOAD,B,05/25/2026 00:59:12
TRF-0010,Tabuk-Center,226.43,487.99,60.04,110.5,35.1,NORMAL,C,05/25/2026 00:59:12
TRF-0001,Riyadh-North,226.25,464.91,60.08,105.19,42.1,NORMAL,A,20260525T005912
TRF-0002,Riyadh-East,228.15,320.9,60.15,73.21,34.9,NORMAL,C,20260525T005912
TRF-0003,Jeddah-Main,233.37,492.12,60.18,114.85,59.0,NORMAL,A,2026/05/25 00:59:12
TRF-0004,Jeddah-Industrial,225.95,378.97,60.08,85.63,33.3,NORMAL,B,25-05-2026 00:59
TRF-0005,Dammam-Central,232.43,360.64,60.13,83.82,53.8,NORMAL,A,2026/05/25 00:59:12
TRF-0006,Dammam-Port,236.02,455.8,65.91,107.58,54.2,FREQ_DRIFT,A,25-05-2026 00:59
TRF-0007,Mecca-Haram,231.76,279.87,60.09,,58.0,NORMAL,A,2026/05/25 00:59:12
TRF-0008,Medina-Central,239.73,458.84,59.81,110.0,34.5,NORMAL,A,2026-05-25 00:59:12
TRF-0009,Abha-City,230.73,171.4,59.85,39.55,64.2,NORMAL,A,20260525T005912
TRF-0010,Tabuk-Center,236.27,237.82,59.93,56.19,31.4,NORMAL,C,20260525T005912
TRF-0001,Riyadh-North,226.86,397.74,60.11,90.23,63.4,NORMAL,A,2026-05-25 00:59:12
TRF-0002,Riyadh-East,227.95,201.58,59.91,45.95,46.4,NORMAL,A,20260525T005912
TRF-0003,Jeddah-Main,237.73,442.64,59.98,105.23,62.2,NORMAL,B,05/25/2026 00:59:12
TRF-0004,Jeddah-Industrial,228.17,212.66,60.15,48.52,60.6,NORMAL,C,05/25/2026 00:59:12
TRF-0005,Dammam-Central,224.18,284.27,60.16,63.73,55.5,NORMAL,A,2026/05/25 00:59:12
TRF-0006,Dammam-Port,220.71,381.79,59.91,84.26,54.7,NORMAL,A,2026/05/25 00:59:12
TRF-0007,Mecca-Haram,236.17,320.68,64.24,75.73,41.6,FREQ_DRIFT,B,05/25/2026 00:59:12
TRF-0008,Medina-Central,230.62,253.41,60.17,58.44,55.4,NORMAL,B,2026/05/25 00:59:12
TRF-0009,Abha-City,225.83,150.88,59.81,34.07,50.3,NORMAL,C,2026/05/25 00:59:12
TRF-0010,Tabuk-Center,224.15,449.35,59.97,100.72,42.1,NORMAL,C,05/25/2026 00:59:12
TRF-0001,Riyadh-North,239.41,149.5,60.13,35.79,50.4,NORMAL,A,05/25/2026 00:59:12
TRF-0002,Riyadh-East,230.38,348.22,60.13,80.22,43.4,NORMAL,B,20260525T005912
TRF-0003,Jeddah-Main,229.03,299.26,59.91,68.54,61.0,NORMAL,B,20260525T005912
TRF-0004,Jeddah-Industrial,230.52,271.92,59.95,62.68,58.8,NORMAL,B,2026/05/25 00:59:12
TRF-0005,Dammam-Central,225.77,134.37,59.84,30.34,40.3,NORMAL,A,2026/05/25 00:59:12
TRF-0006,Dammam-Port,221.49,178.3,59.84,39.49,39.1,NORMAL,B,2026/05/25 00:59:12
TRF-0007,Mecca-Haram,222.09,412.83,59.92,91.69,44.0,NORMAL,A,2026/05/25 00:59:12
TRF-0008,Medina-Central,235.75,260.99,59.95,61.53,34.9,NORMAL,B,05/25/2026 00:59:12
TRF-0009,Abha-City,230.07,123.36,59.87,28.38,47.8,NORMAL,A,2026-05-25 00:59:12
TRF-0010,Tabuk-Center,220.31,440.2,59.89,96.98,32.9,NORMAL,A,05/25/2026 00:59:12
TRF-0001,Riyadh-North,232.91,187.72,59.96,43.72,40.0,NORMAL,B,20260525T005912
TRF-0002,Riyadh-East,236.55,420.24,51.71,99.41,59.2,FREQ_DRIFT,C,20260525T005912
TRF-0003,Jeddah-Main,221.95,389.01,60.13,86.34,51.0,NORMAL,B,2026-05-25 00:59:12
TRF-0004,Jeddah-Industrial,232.88,415.79,59.85,96.83,54.0,NORMAL,A,25-05-2026 00:59
TRF-0005,Dammam-Central,229.57,221.88,59.92,50.94,,NORMAL,C,05/25/2026 00:59:12
TRF-0006,Dammam-Port,236.0,284.07,59.92,67.04,32.9,NORMAL,C,2026/05/25 00:59:12
TRF-0007,Mecca-Haram,233.8,148.17,59.86,34.64,61.8,NORMAL,C,2026-05-25 00:59:12
TRF-0008,Medina-Central,224.46,355.02,59.8,79.69,49.6,NORMAL,A,20260525T005912
TRF-0009,Abha-City,228.0,445.74,60.02,101.63,55.6,NORMAL,A,2026-05-25 00:59:12
TRF-0010,Tabuk-Center,231.63,133.63,60.07,30.95,37.7,NORMAL,B,05/25/2026 00:59:12
TRF-0001,Riyadh-North,227.97,428.67,60.03,97.72,54.3,NORMAL,C,2026-05-25 00:59:12
TRF-0002,Riyadh-East,230.53,159.74,60.16,36.82,35.5,NORMAL,B,05/25/2026 00:59:12
TRF-0003,Jeddah-Main,225.36,218.07,59.86,49.14,30.5,NORMAL,B,2026-05-25 00:59:12
TRF-0003,Jeddah-Main,225.36,218.07,59.86,49.14,30.5,NORMAL,B,2026-05-25 00:59:12
TRF-0004,Jeddah-Industrial,231.71,340.33,60.05,78.86,51.7,NORMAL,C,20260525T005912
TRF-0005,Dammam-Central,226.69,316.39,60.13,71.72,39.2,NORMAL,C,2026/05/25 00:59:12
TRF-0006,Dammam-Port,233.62,354.41,60.02,82.8,,NORMAL,A,20260525T005912
TRF-0007,Mecca-Haram,225.11,255.06,60.19,57.42,64.7,NORMAL,B,2026/05/25 00:59:12
TRF-0008,Medina-Central,221.21,166.29,60.14,36.79,35.5,NORMAL,C,2026/05/25 00:59:12
TRF-0009,Abha-City,232.96,444.15,59.93,103.47,52.9,NORMAL,C,20260525T005912
TRF-0010,Tabuk-Center,239.89,360.19,59.91,86.41,38.1,NORMAL,B,2026/05/25 00:59:12
TRF-0001,Riyadh-North,223.82,465.74,60.16,104.24,41.3,NORMAL,A,25-05-2026 00:59
TRF-0002,Riyadh-East,235.32,482.94,60.02,113.65,51.3,NORMAL,B,05/25/2026 00:59:12
TRF-0003,Jeddah-Main,224.49,166.35,59.82,37.34,48.8,NORMAL,A,2026-05-25 00:59:12
TRF-0004,Jeddah-Industrial,222.4,260.44,59.91,57.92,33.6,NORMAL,A,05/25/2026 00:59:12
TRF-0005,Dammam-Central,238.35,279.19,60.06,66.54,53.9,NORMAL,A,2026/05/25 00:59:12
TRF-0006,Dammam-Port,228.71,420.2,59.9,,31.1,NORMAL,C,05/25/2026 00:59:12
TRF-0007,Mecca-Haram,228.87,163.99,60.14,37.53,57.1,NORMAL,B,20260525T005912
TRF-0008,Medina-Central,235.58,128.84,60.15,30.35,33.1,NORMAL,A,20260525T005912
TRF-0009,Abha-City,221.14,358.41,60.12,79.26,48.5,NORMAL,A,2026/05/25 00:59:12
TRF-0010,Tabuk-Center,222.97,384.96,60.07,85.83,40.0,NORMAL,A,20260525T005912
TRF-0001,Riyadh-North,236.41,196.26,59.96,46.4,42.8,NORMAL,C,05/25/2026 00:59:13
TRF-0002,Riyadh-East,221.24,336.02,59.96,74.34,38.0,NORMAL,A,2026/05/25 00:59:13
